"roll_call_id","bill_id","session","roll_call_date","roll_call_desc","yea","nay","nv","absent","total","passed","chamber","chamber_id","bill_title","bill_number","session_year","bill_desc","bill_url","pct_of_total","n_present","pct_of_present"
"1276566",1661830,"2023-2023_Regular_Session","2023-03-15","Senate Rules",14,5,0,1,20,1,"S",28,"Sales of Firearms and Ammunition","S0214",2023,"Prohibiting payment settlement entities, merchant acquiring entities, or third party settlement organizations from assigning merchant category codes or otherwise classifying merchants of firearms or ammunition separately from general merchandise or sporting goods retailers; prohibiting entities involved in facilitating or processing payment card transactions from assigning to or requiring a merchant to use certain merchant category codes; authorizing the Department of Agriculture and Consumer Services to investigate certain alleged violations and bring administrative actions, etc.","https://legiscan.com/FL/bill/S0214/2023",0.7,19,0.736842105263158
"1297629",1727343,"2023-2023_Regular_Session","2023-04-10","House Commerce Committee",14,5,0,3,22,1,"H",27,"Facility Requirements Based on Sex","H1521",2023,"Provides requirements for exclusive use of restrooms & changing facilities by gender; prohibits willfully entering restroom or changing facility designated for opposite sex & refusing to depart when asked to do so; provides requirements for exclusive use of domestic violence centers by gender; provides requirements for correctional institutions; requires entities that receive state licenses to submit compliance documentation; authorizes AG to bring enforcement actions provides exception for individuals born with certain genetically or biochemically verifiable disorder of sex development.","https://legiscan.com/FL/bill/H1521/2023",0.636363636363636,19,0.736842105263158
"1297754",1639260,"2023-2023_Regular_Session","2023-04-11","Senate Rules",14,5,0,1,20,1,"S",28,"Partisan Election of Members of District School Boards","S0094",2023,"Proposing amendments to the State Constitution to require members of a district school board to be elected in a partisan election, etc.","https://legiscan.com/FL/bill/S0094/2023",0.7,19,0.736842105263158
"1297761",1703951,"2023-2023_Regular_Session","2023-04-11","House State Affairs Committee",14,5,0,2,21,1,"H",27,"Local Tax Referenda Requirements","H0731",2023,"Requires referendum to reenact expiring tourist development tax or tourist impact tax, respectively, to be held at general election; limits occurrence of such referendum; requires referendum to approve millage rate increase for children's services independent special district property tax to be held at general election; limits occurrence of such referendum; limits occurrence of referendum to approve county or municipal ad valorem tax millage increase, respectively; requires referendum to reenact local government discretionary sales surtax to be held at general election; limits occurrence of such referendum; requires referendum to adopt, amend, or reenact ninth-cent fuel tax or local option fuel taxes, respectively, to be held at general election; limits occurrence of such referendum; removes provisions that authorize school district millage elections to be held at any time & specify limit on such elections; limits occurrence of such referendum.","https://legiscan.com/FL/bill/H0731/2023",0.666666666666667,19,0.736842105263158
"1302508",1721405,"2023-2023_Regular_Session","2023-04-17","House Infrastructure Strategies Committee",14,5,0,5,24,1,"H",27,"Use of Phosphogypsum","H1191",2023,"Authorizes DOT to undertake demonstration projects using phosphogypsum in road construction aggregate material; requires DOT to conduct study on phosphogypsum as construction aggregate material; provides that phosphogypsum used under specified circumstances is not solid waste & is allowed use in state; authorizes placement of phosphogypsum in specified stack systems.","https://legiscan.com/FL/bill/H1191/2023",0.583333333333333,19,0.736842105263158
"1305030",1754254,"2023-2023_Regular_Session","2023-04-19","House State Affairs Committee",14,5,0,2,21,1,"H",27,"City of Gainesville, Alachua County","H1645",2023,"Creates Gainesville Regional Utilities Authority; establishes authority as governing board of GRU.","https://legiscan.com/FL/bill/H1645/2023",0.666666666666667,19,0.736842105263158
"1305962",1685429,"2023-2023_Regular_Session","2023-04-19","Senate Rules",14,5,0,1,20,1,"S",28,"Residency of Local Elected Officials","S0444",2023,"Prohibiting the consideration of the residential addresses of certain persons during the district-drawing process for boards of county commissioners; requiring municipalities to fix the boundaries of their districts in a certain manner; specifying that district changes may be made only in odd-numbered years; providing that an elected candidate for district school board must reside in the district school board member residence area by the date she or he assumes office instead of upon qualifying for office, etc.","https://legiscan.com/FL/bill/S0444/2023",0.7,19,0.736842105263158
"1306163",1710865,"2023-2023_Regular_Session","2023-04-19","Senate Rules",14,5,0,1,20,1,"S",28,"State Minimum Wage","S0892",2023,"Specifying that individuals entitled to receive the federal minimum wage under the Federal Fair Labor Standards Act, as amended, are eligible to receive the state minimum wage, etc.","https://legiscan.com/FL/bill/S0892/2023",0.7,19,0.736842105263158
"1306360",1692162,"2023-2023_Regular_Session","2023-04-19","Senate Rules",14,5,0,1,20,1,"S",28,"Fees in Lieu of Security Deposits","S0494",2023,"Authorizing a landlord to offer a tenant the option to pay a fee in lieu of a security deposit; requiring the landlord to notify the tenant of certain unpaid fees and costs within a specified time after the conclusion of the tenancy; requiring a written agreement signed by the landlord, or the landlord's agent, and the tenant if the tenant decides to pay a fee in lieu of the security deposit; specifying that certain fees, insurance products, and surety bonds are not security deposits; prohibiting a landlord from approving or denying an application for occupancy based on a prospective tenant's choice to pay a fee in lieu of a security deposit, etc.","https://legiscan.com/FL/bill/S0494/2023",0.7,19,0.736842105263158
"1306559",1726286,"2023-2023_Regular_Session","2023-04-19","Senate Rules",14,5,0,1,20,1,"S",28,"Protections of Medical Conscience","S1580",2023,"Providing that health care providers and health care payors have the right to opt out of participation in or payment for certain health care services on the basis of conscience-based objections; providing requirements for a health care provider's notice and documentation of such objection; providing whistle-blower protections for health care providers and health care payors that take certain actions or disclose certain information relating to the reporting of certain violations; prohibiting boards, or the Department of Health if there is no board, from taking disciplinary action against or denying a license to an individual based solely on specified conduct, etc.","https://legiscan.com/FL/bill/S1580/2023",0.7,19,0.736842105263158
"1306720",1726644,"2023-2023_Regular_Session","2023-04-19","Senate Rules",14,5,0,1,20,1,"S",28,"Land Use and Development Regulations","S1604",2023,"Revising the planning periods that must be included in a comprehensive plan; requiring local governments to determine if plan amendments are necessary to reflect a certain minimum planning period; requiring, rather than encouraging, a local government to comprehensively evaluate and update its comprehensive plan to reflect changes in local conditions; requiring the state land planning agency to provide population projections if a local government fails to update its comprehensive plan, etc.","https://legiscan.com/FL/bill/S1604/2023",0.7,19,0.736842105263158
"1307523",1727054,"2023-2023_Regular_Session","2023-04-20","Senate Fiscal Policy",14,5,0,1,20,1,"S",28,"Public Records/Protection from Discrimination Based on Health Care Choices","S0238",2023,"Providing an exemption from public records requirements for certain information held by the Department of Legal Affairs or the Department of Health relating to complaints or investigations regarding violations of provisions protecting from discrimination based on health care choices; authorizing the disclosure of such information under certain circumstances; providing for future legislative review and repeal of the exemption; providing a statement of public necessity, etc.","https://legiscan.com/FL/bill/S0238/2023",0.7,19,0.736842105263158
"1307696",1751156,"2023-2023_Regular_Session","2023-04-20","Senate Fiscal Policy",14,5,0,1,20,1,"S",28,"Elections","S7050",2023,"Requiring the Secretary of State to provide mandatory formal signature matching training to specified persons; requiring that third-party voter registration organizations provide to the Division of Elections the general election cycle for which they are registering persons to vote, beginning on a certain date; deleting the scheduled repeal of a public records exemption for certain voter registration information from another state or the District of Columbia; requiring a supervisor to adhere to specified procedures before the removal of a registered voter from the statewide voter registration system; defining the term ""qualify"" for purposes of restrictions on individuals qualifying for public office, etc.","https://legiscan.com/FL/bill/S7050/2023",0.7,19,0.736842105263158
"1309009",1726606,"2023-2023_Regular_Session","2023-04-24","Senate Rules",14,5,0,1,20,1,"S",28,"Residential Tenancies","S1586",2023,"Preempting the regulation of residential tenancies and the landlord-tenant relationship to the state; specifying that the act supersedes certain local regulations; revising how much notice is required to terminate certain tenancies; requiring a landlord to provide advance written notice of rent increases under certain circumstances, etc.","https://legiscan.com/FL/bill/S1586/2023",0.7,19,0.736842105263158
"1310782",1639178,"2023-2023_Regular_Session","2023-04-26","House: Third Reading RCS#194",84,30,5,0,119,1,"H",27,"Motor Vehicle Liability Policies","H0057",2023,"Revises definition of term ""motor vehicle liability policy"" & defines term ""risk retention group"" for purposes of motor vehicle financial responsibility.","https://legiscan.com/FL/bill/H0057/2023",0.705882352941177,114,0.736842105263158
"1313338",1704782,"2023-2023_Regular_Session","2023-04-27","Senate: Third Reading RCS#36",28,10,1,1,40,1,"S",28,"Vacation Rentals","S0714",2023,"Requiring advertising platforms to collect and remit specified taxes for certain vacation rental transactions; defining the term ""advertising platform""; revising the regulated activities of public lodging establishments and public food service establishments preempted to the state to include licensing; requiring advertising platforms to require that persons placing advertisements for vacation rentals include certain information in the advertisements and attest to certain information; authorizing the division to revoke, refuse to issue or renew, or suspend vacation rental licenses under certain circumstances, etc.","https://legiscan.com/FL/bill/S0714/2023",0.7,38,0.736842105263158
"1379136",1799113,"2024-2024_Regular_Session","2024-02-08","Senate Rules",14,5,0,1,20,1,"S",28,"Public Employees","S1746",2024,"Revising a prohibition on dues to certain mass transit employees; providing that specified employee organizations have the right to have its dues and uniform assessments deducted and collected by the employer from the salaries of those employees who authorized such deduction and collection; revising the application employee organizations must submit to register as certified bargaining agents; providing transitional provisions regarding the renewal of registration of employee organizations during a specified timeframe, etc.","https://legiscan.com/FL/bill/S1746/2024",0.7,19,0.736842105263158
"1384323",1799484,"2024-2024_Regular_Session","2024-02-14","House State Affairs Committee",14,5,0,2,21,1,"H",27,"Independent Hospital Districts","H1421",2024,"providing requirements for the conversion of an independent hospital district to a nonprofit entity; requiring that the final report be published on the district's website; authorizing the governing body of the independent hospital district to approve by supermajority vote the conversion of the district to a nonprofit entity; requiring independent hospital districts to conduct an evaluation for certain purposes; etc.","https://legiscan.com/FL/bill/H1421/2024",0.666666666666667,19,0.736842105263158
"1395149",1798847,"2024-2024_Regular_Session","2024-02-26","Senate Rules",14,5,0,1,20,1,"S",28,"Employment Regulations","S1492",2024,"Prohibiting a political subdivision from requiring employers to meet or provide heat exposure requirements beyond those required by law; prohibiting a political subdivision from giving preference to or considering or seeking information from an employer in a competitive solicitation based on or relating to an employer's heat exposure requirements, etc.","https://legiscan.com/FL/bill/S1492/2024",0.7,19,0.736842105263158
"1395322",1794059,"2024-2024_Regular_Session","2024-02-26","Senate Rules",14,5,0,1,20,1,"S",28,"School Chaplains","S1044",2024,"Authorizing school districts and charter schools to adopt a policy to allow volunteer school chaplains; requiring district school boards and charter school governing boards to assign specified duties to such volunteer school chaplains; requiring school districts that adopt volunteer school chaplain policies to publish certain information on their websites; providing background screening requirements for volunteer school chaplains, etc.","https://legiscan.com/FL/bill/S1044/2024",0.7,19,0.736842105263158
"1395377",1797258,"2024-2024_Regular_Session","2024-02-26","Senate Rules",14,5,0,1,20,1,"S",28,"Educator Preparation Programs","S1372",2024,"Prohibiting the courses and curricula of teacher preparation programs, postsecondary educator preparation institutes, professional learning certification programs, and school leader preparation programs, respectively, from distorting certain events and including certain curriculum and instruction; requiring teacher preparation programs, postsecondary educator preparation institutes, professional learning certification programs, and school leader preparation programs to afford candidates certain opportunities, etc.","https://legiscan.com/FL/bill/S1372/2024",0.7,19,0.736842105263158
"1397234",1793648,"2024-2024_Regular_Session","2024-02-28","House: Third Reading RCS#695",84,30,6,0,120,1,"H",27,"Career and Technical Education","H0917",2024,"Revises duties of Office of Reimagining Education & Career Help; revises provisions relating to journeymen & specified career fairs; provides exemption for minors to work in specified conditions; revises list of individuals who are required to review & comment on certain revisions to state academic standards; requires DOE to convene workgroup by specified date; authorizes certain students to be exempt from completing certain examinations.","https://legiscan.com/FL/bill/H0917/2024",0.7,114,0.736842105263158
"1404238",1799105,"2024-2024_Regular_Session","2024-03-06","House: Third Reading RCS#892",84,30,6,0,120,1,"H",27,"Local Government Actions","S1628",2024,"Requiring that certain bond referenda called by a county, district, or municipality be held at a general election; revising applicability provisions for the enactment or adoption of county and municipal ordinances, respectively, etc.","https://legiscan.com/FL/bill/S1628/2024",0.7,114,0.736842105263158
"1404163",1794784,"2024-2024_Regular_Session","2024-03-06","House: Third Reading RCS#906",82,29,9,0,120,1,"H",27,"Public Financing for Campaigns of Candidates for Elective Statewide Office","S1114",2024,"Proposing the repeal of Section 7 of Article VI of the State Constitution which requires the availability of public financing for campaigns of candidates for elective statewide office who agree to campaign spending limits, etc.","https://legiscan.com/FL/bill/S1114/2024",0.683333333333333,111,0.738738738738739
"1282269",1728073,"2023-2023_Regular_Session","2023-03-23","House Judiciary Committee",17,6,0,2,25,1,"H",27,"Minimum Age for Firearm Purchase or Transfer","H1543",2023,"Reducing minimum age at which person may purchase firearm & age of purchasers to which specified licensees are prohibited from selling or transferring firearm.","https://legiscan.com/FL/bill/H1543/2023",0.68,23,0.739130434782609
"1302026",1722774,"2023-2023_Regular_Session","2023-04-17","House Appropriations Committee",20,7,0,3,30,1,"H",27,"Education","H1259",2023,"Revises charter school eligibility & ineligibility criteria to receive capital outlay funds; revises calculation methodologies for distribution of specified funds to eligible charter schools; provides school district requirements for distribution of capital outlay funds to eligible charter schools; & provides requirements for use of capital outlay funds.","https://legiscan.com/FL/bill/H1259/2023",0.666666666666667,27,0.740740740740741
"1317606",1677582,"2023-2023_Regular_Session","2023-05-03","House: Third Reading RCS#437",83,29,7,0,119,1,"H",27,"Public Construction","S0346",2023,"Requiring that certain contracts provide the estimated cost to complete each item on a specified list; revising the timeframe within which proceedings must commence to resolve disputes between vendors and local governmental entities; requiring that undisputed portions of payment requests be paid within a specified timeframe; revising the conditions that require a public entity to pay or release amounts subject to certain disputes or claims, etc.","https://legiscan.com/FL/bill/S0346/2023",0.697478991596639,112,0.741071428571429
"1392603",1796522,"2024-2024_Regular_Session","2024-02-22","House: Third Reading RCS#668",83,29,8,0,120,1,"H",27,"Juvenile Justice","H1181",2024,"Revises penalties for minors committing firearms violations; redesignates civil citation programs as delinquency citation programs; requires child on probation for felony firearm offense who is taken into custody be placed in secure detention; requires specified sanctions for certain children adjudicated for firearms offenses; requires DJJ to create graduated response matrix to hold youths accountable for probation & conditional release terms; authorizes exception to revocation or suspension of driving privileges in certain circumstances; requires DJJ to establish specified class for firearms offenders; revises provisions concerning introduction of contraband into DJJ facilities.","https://legiscan.com/FL/bill/H1181/2024",0.691666666666667,112,0.741071428571429
"1403945",1794790,"2024-2024_Regular_Session","2024-03-06","House: Third Reading RCS#907",83,29,8,0,120,1,"H",27,"Campaign Finance","S1116",2024,"Repealing provisions relating to the Florida Election Campaign Financing Act; deleting provisions governing the public funding of campaigns for candidates for statewide office who agree to certain expenditure limits, etc.","https://legiscan.com/FL/bill/S1116/2024",0.691666666666667,112,0.741071428571429
"1405836",1781561,"2024-2024_Regular_Session","2024-03-07","House: Third Reading RCS#978",83,29,8,0,120,1,"H",27,"Building Regulations","H0267",2024,"Requiring the Florida Building Commission to modify provisions in the Florida Building Code relating to replacement windows, doors, or garage doors; providing requirements for such modifications; revising the timeframes in which local building officials must issue permits or provide certain written notice if certain private providers affix their professional seal to an affidavit; providing requirements for such written notices; deeming a permit application approved under certain circumstances; prohibiting local building code enforcement agency's from auditing the performance of private providers until the local building code enforcement agency creates a manual for standard operating audit procedures; providing requirements for such manual; requiring the manual to be publicly available online or printed; requiring certain audit results to be readily accessible; specifying when a permit application is deemed complete and approved; requiring the commission to review and consider certain provisions of law and technical amendments thereto and report its findings to the Legislature by a specified date, etc.","https://legiscan.com/FL/bill/H0267/2024",0.691666666666667,112,0.741071428571429
"1316743",1710865,"2023-2023_Regular_Session","2023-05-02","House: Third Reading RCS#373",86,30,3,0,119,1,"H",27,"State Minimum Wage","S0892",2023,"Specifying that individuals entitled to receive the federal minimum wage under the Federal Fair Labor Standards Act, as amended, are eligible to receive the state minimum wage, etc.","https://legiscan.com/FL/bill/S0892/2023",0.722689075630252,116,0.741379310344828
"1400555",1784046,"2024-2024_Regular_Session","2024-03-01","House: Third Reading RCS#774",81,28,11,0,120,1,"H",27,"Cybersecurity Incident Liability","H0473",2024,"Provides county, municipality, other political subdivision of state, covered entity, or third-party agent that complies with certain requirements is not liable in connection with cybersecurity incident; requires covered entities & third-party agents to adopt revised frameworks, standards, laws, or regulations within specified time period; provides private cause of action is not established; provides certain failures are not evidence of negligence & do not constitute negligence per se; specifies defendant in certain actions has certain burden of proof.","https://legiscan.com/FL/bill/H0473/2024",0.675,109,0.743119266055046
"1400586",1799566,"2024-2024_Regular_Session","2024-03-01","House: Third Reading RCS#780",81,28,11,0,120,1,"H",27,"Citizens Property Insurance Corporation","H1503",2024,"Revises circumstances under which certain insurers' association shall levy market equalization surcharges on policyholders; provides that certain accounts for Citizens Property Insurance Corporation revenues, assets, liability, losses, & expenses are now maintained as Citizens account; revises requirements for certain coverages by corporation; requires inclusion of quota share primary insurance in certain policies; specifies that certain provisions apply to personal lines residential risks that are primary residences and to personal lines residential risks that are not primary residences; provides that comparisons of comparable coverages under certain personal lines residential risks & commercial lines residential risks do not apply to policies that do not cover primary residences; provides that certain risks that could not be insured under standard policies are eligible for certain basic policies; revises corporation's plan of operation.","https://legiscan.com/FL/bill/H1503/2024",0.675,109,0.743119266055046
"1405119",1784611,"2024-2024_Regular_Session","2024-03-07","House: Third Reading RCS#960",81,28,11,0,120,1,"H",27,"Law Enforcement and Correctional Officers","H0601",2024,"Authorizing county sheriffs to establish civilian oversight boards to review the policies and procedures of the sheriff's office and its subdivisions; prohibiting a political subdivision from adopting or attempting to enforce certain ordinances relating to the receipt, processing, or investigation of complaints against law enforcement officers or correctional officers, or relating to civilian oversight of law enforcement agency investigations of complaints of misconduct by such officers; revising the base salary for sheriffs; authorizing the chief of a municipal police department to establish a civilian oversight board to review the policies and procedures of the chief's department and its subdivisions, etc.","https://legiscan.com/FL/bill/H0601/2024",0.675,109,0.743119266055046
"1404904",1798569,"2024-2024_Regular_Session","2024-03-07","House: Third Reading RCS#942",84,29,7,0,120,1,"H",27,"Education","H1285",2024,"Revises provisions relating to K-12 education, postsecondary education, & Education Practices Commission; establishes Purple Star School District Program; creates AA specialized transfer degrees; requires SBE to adopt rules for issuance of classical education teaching certificate.","https://legiscan.com/FL/bill/H1285/2024",0.7,113,0.743362831858407
"1289659",1686081,"2023-2023_Regular_Session","2023-03-30","Senate: Third Reading RCS#4",29,10,1,0,40,1,"S",28,"Death Penalty","S0450",2023,"Requiring a determination of a specified number of jurors, rather than jury unanimity, for a sentencing recommendation of death to the court; requiring a determination of a specified number of jurors, rather than jury unanimity, for a sentencing recommendation of life imprisonment without the possibility of parole to the court; requiring the court to impose the recommended sentence of life imprisonment without the possibility of parole if fewer than eight jurors recommend a sentence of death; requiring the court to include in its written order the reasons for not accepting the jury's recommended sentence, if applicable, etc.","https://legiscan.com/FL/bill/S0450/2023",0.725,39,0.743589743589744
"1291255",1661941,"2023-2023_Regular_Session","2023-04-03","Senate: Third Reading RCS#21",29,10,1,0,40,1,"S",28,"Interscholastic Activities","H0225",2023,"Authorizing charter school students and Florida Virtual School full-time students to participate in extracurricular activities at a private school under certain circumstances authorizing charter school students and Florida Virtual School full-time program students to participate in interscholastic extracurricular activities at private schools under certain circumstances; authorizing traditional public school students to participate in interscholastic and intrascholastic activities at certain schools; revising the requirements for students to participate in such activities, etc.","https://legiscan.com/FL/bill/H0225/2023",0.725,39,0.743589743589744
"1305047",1696728,"2023-2023_Regular_Session","2023-04-19","Senate: Third Reading RCS#19",29,10,1,0,40,1,"S",28,"Local Government Comprehensive Plans","S0540",2023,"Providing that the prevailing party in a challenge to a plan or plan amendment is entitled to recover attorney fees and costs; providing that the prevailing party in a challenge to the compliance of a small scale development order is entitled to recover attorney fees and costs, etc.","https://legiscan.com/FL/bill/S0540/2023",0.725,39,0.743589743589744
"1316265",1696728,"2023-2023_Regular_Session","2023-05-02","House: Third Reading RCS#404",87,30,2,0,119,1,"H",27,"Local Government Comprehensive Plans","S0540",2023,"Providing that the prevailing party in a challenge to a plan or plan amendment is entitled to recover attorney fees and costs; providing that the prevailing party in a challenge to the compliance of a small scale development order is entitled to recover attorney fees and costs, etc.","https://legiscan.com/FL/bill/S0540/2023",0.73109243697479,117,0.743589743589744
"1316644",1704345,"2023-2023_Regular_Session","2023-05-02","Senate: Third Reading RCS#28",29,10,1,0,40,1,"S",28,"Telephone Solicitation","H0761",2023,"Prohibits certain telephonic sales calls; provides conditions under which civil actions may be brought for text message solicitations.","https://legiscan.com/FL/bill/H0761/2023",0.725,39,0.743589743589744
"1290544",1677324,"2023-2023_Regular_Session","2023-03-31","House: Third Reading RCS#65",83,28,8,0,119,1,"H",27,"Residency of Local Elected Officials","H0411",2023,"Prohibiting changes to county commissioner district boundaries during a specified timeframe; prohibiting the consideration of the residential addresses of certain persons during the district-drawing process for boards of county commissioners, etc.","https://legiscan.com/FL/bill/H0411/2023",0.697478991596639,111,0.747747747747748
"1318365",1726591,"2023-2023_Regular_Session","2023-05-04","House: Third Reading RCS#482",83,28,8,0,119,1,"H",27,"Treatments for Sex Reassignment","S0254",2023,"Granting courts of this state temporary emergency jurisdiction over a child present in this state if the child has been subjected to or is threatened with being subjected to sex-reassignment prescriptions or procedures; providing that, for purposes of warrants to take physical custody of a child in certain child custody enforcement proceedings, serious physical harm to the child includes, but is not limited to, being subjected to sex-reassignment prescriptions or procedures; prohibiting certain public entities from expending state funds for the provision of sex-reassignment prescriptions or procedures; prohibiting sex-reassignment prescriptions and procedures for patients younger than 18 years of age; requiring the department to immediately suspend the license of a health care practitioner who is arrested for committing or attempting, soliciting, or conspiring to commit specified violations related to sex-reassignment prescriptions or procedures for a patient younger than 18 years of age, etc.","https://legiscan.com/FL/bill/S0254/2023",0.697478991596639,111,0.747747747747748
"1401470",1781561,"2024-2024_Regular_Session","2024-03-04","House: Third Reading RCS#814",83,28,9,0,120,1,"H",27,"Building Regulations","H0267",2024,"Requiring the Florida Building Commission to modify provisions in the Florida Building Code relating to replacement windows, doors, or garage doors; providing requirements for such modifications; revising the timeframes in which local building officials must issue permits or provide certain written notice if certain private providers affix their professional seal to an affidavit; providing requirements for such written notices; deeming a permit application approved under certain circumstances; prohibiting local building code enforcement agency's from auditing the performance of private providers until the local building code enforcement agency creates a manual for standard operating audit procedures; providing requirements for such manual; requiring the manual to be publicly available online or printed; requiring certain audit results to be readily accessible; specifying when a permit application is deemed complete and approved; requiring the commission to review and consider certain provisions of law and technical amendments thereto and report its findings to the Legislature by a specified date, etc.","https://legiscan.com/FL/bill/H0267/2024",0.691666666666667,111,0.747747747747748
"1405317",1780268,"2024-2024_Regular_Session","2024-03-07","House: Third Reading RCS#956",83,28,9,0,120,1,"H",27,"Taking of Bears","H0087",2024,"Providing for the taking of bears without certain penalties under specified conditions; requiring the disposal of such bears by the Fish and Wildlife Conservation Commission; prohibiting certain possession, sale, and disposal of such bears or their parts; etc.","https://legiscan.com/FL/bill/H0087/2024",0.691666666666667,111,0.747747747747748
"1374172",1800969,"2024-2024_Regular_Session","2024-02-01","House: Third Reading RCS#565",86,29,5,0,120,1,"H",27,"Annual Adjustment to Homestead Exemption Value","H7017",2024,"Proposes amendment to State Constitution to require an annual adjustment for inflation to the value of current or future homestead exemptions that apply solely to levies other than school district levies & for which every person who has legal or equitable title to real estate and maintains thereon the permanent residence of the owner, or another person legally or naturally dependent upon the owner is eligible.","https://legiscan.com/FL/bill/H7017/2024",0.716666666666667,115,0.747826086956522
"1403970",1798653,"2024-2024_Regular_Session","2024-03-06","House: Third Reading RCS#923",86,29,5,0,120,1,"H",27,"Local Regulation of Nonconforming and Unsafe Structures","S1526",2024,"Designating the ""Resiliency and Safe Structures Act""; prohibiting local governments from prohibiting, restricting, or preventing the demolition of certain structures and buildings unless necessary for public safety; prohibiting local governments from imposing additional local land development regulations or public hearings on permit applicants; requiring a local government to authorize replacement structures to be developed in accordance with certain regulations, etc.","https://legiscan.com/FL/bill/S1526/2024",0.716666666666667,115,0.747826086956522
"1252425",1667399,"2023-2023_Regular_Session","2023-02-14","Senate Criminal Justice",6,2,0,0,8,1,"S",28,"Controlled Substances","S0280",2023,"Revising the elements that constitute the capital offense of murder in the first degree; revising the elements that constitute the offense of murder in the third degree and constitute a felony of the second degree; providing criminal penalties for adults who unlawfully distribute specified substances or mixtures and an injury or overdose of the user results; providing enhanced criminal penalties for repeat offenders, etc.","https://legiscan.com/FL/bill/S0280/2023",0.75,8,0.75
"1257052",1703888,"2023-2023_Regular_Session","2023-02-21","Senate Education Pre-K -12",9,3,0,0,12,1,"S",28,"Education","S0202",2023,"Revising student eligibility and ineligibility requirements for the Family Empowerment Scholarship Program; revising student eligibility and ineligibility requirements for the Florida Tax Credit Scholarship Program; revising the eligibility criteria and obligations of private schools participating in certain educational scholarship programs; authorizing public schools, including charter schools, to enroll certain students on a part-time basis, etc.","https://legiscan.com/FL/bill/S0202/2023",0.75,12,0.75
"1258591",1661830,"2023-2023_Regular_Session","2023-02-21","Senate Banking and Insurance",9,3,0,0,12,1,"S",28,"Sales of Firearms and Ammunition","S0214",2023,"Prohibiting payment settlement entities, merchant acquiring entities, or third party settlement organizations from assigning merchant category codes or otherwise classifying merchants of firearms or ammunition separately from general merchandise or sporting goods retailers; prohibiting entities involved in facilitating or processing payment card transactions from assigning to or requiring a merchant to use certain merchant category codes; authorizing the Department of Agriculture and Consumer Services to investigate certain alleged violations and bring administrative actions, etc.","https://legiscan.com/FL/bill/S0214/2023",0.75,12,0.75
"1269144",1673612,"2023-2023_Regular_Session","2023-03-06","Senate Education Pre-K -12",9,3,0,0,12,1,"S",28,"Interscholastic Activities","S0308",2023,"Authorizing charter school students and Florida Virtual School full-time students to participate in extracurricular activities at a private school under certain circumstances; authorizing charter school students to participate in interscholastic extracurricular activities at a private school under certain circumstances; deleting a requirement that the appointing authority of members of the FHSAA Board of Directors make appointments that reflect the demographic and population trends of this state; providing that all appointed board members be appointed by the Governor and confirmed by the Senate, etc.","https://legiscan.com/FL/bill/S0308/2023",0.75,12,0.75
"1269264",1686081,"2023-2023_Regular_Session","2023-03-06","Senate Criminal Justice",6,2,0,0,8,1,"S",28,"Death Penalty","S0450",2023,"Requiring a determination of a specified number of jurors, rather than jury unanimity, for a sentencing recommendation of death to the court; requiring a determination of a specified number of jurors, rather than jury unanimity, for a sentencing recommendation of life imprisonment without the possibility of parole to the court; requiring the court to impose the recommended sentence of life imprisonment without the possibility of parole if fewer than eight jurors recommend a sentence of death; requiring the court to include in its written order the reasons for not accepting the jury's recommended sentence, if applicable, etc.","https://legiscan.com/FL/bill/S0450/2023",0.75,8,0.75
"1275010",1636943,"2023-2023_Regular_Session","2023-03-14","House Education & Employment Committee",15,5,0,1,21,1,"H",27,"Partisan Elections for Members of District School Boards","H0031",2023,"Proposes amendments to State Constitution to require members of district school board to be elected in partisan election.","https://legiscan.com/FL/bill/H0031/2023",0.714285714285714,20,0.75
"1276230",1728716,"2023-2023_Regular_Session","2023-03-15","Senate Rules",15,5,0,0,20,1,"S",28,"Immigration","S1718",2023,"Prohibiting counties and municipalities, respectively, from providing funds to any person, entity, or organization to issue identification documents to an individual who does not provide proof of lawful presence in the United States; specifying that certain driver licenses and permits issued by other states exclusively to unauthorized immigrants are not valid in this state; requiring certain hospitals to collect patient immigration status data information on admission or registration forms; requiring the Department of Economic Opportunity to enter a certain order and require repayment of certain economic development incentives if the department finds or is notified that an employer has knowingly employed an unauthorized alien without verifying the employment eligibility of such person, etc.","https://legiscan.com/FL/bill/S1718/2023",0.75,20,0.75
"1278898",1706600,"2023-2023_Regular_Session","2023-03-20","House Local Administration, Federal Affairs & Special Districts Subcommittee",12,4,0,2,18,1,"H",27,"License or Permit to Operate Vehicle for Hire","H0807",2023,"Provides that person who holds license or permit issued by county or municipality to operate vehicle for hire may operate vehicle for hire in any other county or municipality without being subject to certain requirements or fees.","https://legiscan.com/FL/bill/H0807/2023",0.666666666666667,16,0.75
"1278915",1723684,"2023-2023_Regular_Session","2023-03-20","Senate Education Pre-K -12",9,3,0,0,12,1,"S",28,"Child Protection in Public Schools","S1320",2023,"Defining the term ""sex""; prohibiting an employee, contractor, or student of a public school from being required to refer to a person using personal titles or pronouns that do not correspond with that person's sex; prohibiting classroom instruction by school personnel on sexual orientation or gender identity until grade 9; providing that such prohibition applies to charter schools; providing that materials used to teach reproductive health or any disease as part of certain courses must be approved by the Department of Education; requiring district school boards to adopt and publish a specified process relating to student access to certain materials, etc.","https://legiscan.com/FL/bill/S1320/2023",0.75,12,0.75
