"bill_number","bill_id","session_id","session","session_name","bill_url","state_link","bill_title","type","bill_desc","status","status_date","session_year","two_year_period"
"H0339",1951409,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0339/2025","https://www.flsenate.gov/Session/Bill/2025/339","Licensure Requirements for Surveyors and Mappers",NA,"Requires Board of Professional Surveyors & Mappers to establish & administer 1st Step Florida Surveyors & Mappers Credentialing & Licensing Protocol as temporary alternative pathway to licensure; provides requirements for eligibility to take surveyor & mapper licensure examination under protocol.",1,"2025-02-03",2025,"2025-2026"
"H0341",1951474,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0341/2025","https://www.flsenate.gov/Session/Bill/2025/341","Identification Cards for Public Works Employees",NA,"Requires OPPAGA to produce report on how state could provide an ID card for public works employees identifying them as first responders; provides requirements for report.",1,"2025-02-03",2025,"2025-2026"
"H0343",1951585,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0343/2025","https://www.flsenate.gov/Session/Bill/2025/343","Middle School and High School Start Times",NA,"Deletes requirements relating to middle school and high school start times.",1,"2025-02-03",2025,"2025-2026"
"H0345",1951551,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0345/2025","https://www.flsenate.gov/Session/Bill/2025/345","Student Elopement",NA,"Requires public schools to create School Staff Assistance for Emergencies (SAFE) Team & school elopement plan; provides requirements for SAFE Teams, elopement plans, & schools.",1,"2025-02-03",2025,"2025-2026"
"H0347",1952025,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0347/2025","https://www.flsenate.gov/Session/Bill/2025/347","Specialty License Plates",NA,"Directs DHSMV to develop Miami Dade College license plate; provides for distribution & use of fees collected from sale of plate.",1,"2025-02-03",2025,"2025-2026"
"H0349",1951962,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0349/2025","https://www.flsenate.gov/Session/Bill/2025/349","Delivery of Patient Protection",NA,"Requires health care facilities to implement & maintain staffing plans; specifies minimum staffing levels for direct care registered nurses based on hospital or clinical unit setting; requires that patients be cared for only in hospital or clinical units that meet specified minimum staffing levels; prohibits health care facilities from using video cameras or monitors as substitute for direct observation; exempts health care facilities from minimum staffing level requirements during declared state of emergency; provides whistle-blower protections; creates cause of action; prohibits employers from taking actions with respect to employment for certain unionized staff.",1,"2025-02-03",2025,"2025-2026"
"H0351",1952247,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0351/2025","https://www.flsenate.gov/Session/Bill/2025/351","Traffic Infractions",NA,"Provides additional actions that constitute reckless driving per se; increases penalties for reckless driving; authorizes, rather than requires, officer to indicate applicable civil penalty on traffic citation; requires person cited for certain infractions to appear at scheduled hearing.",1,"2025-02-03",2025,"2025-2026"
"H0353",1951840,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0353/2025","https://www.flsenate.gov/Session/Bill/2025/353","Patient-directed Medical Orders",NA,"Provides purpose & requirements for patient-directed medical orders; authorizes use of telehealth; requires that certain health care services be provided to principal regardless of decision to withhold or withdraw life-prolonging procedures.",1,"2025-02-03",2025,"2025-2026"
"H0355",1952078,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0355/2025","https://www.flsenate.gov/Session/Bill/2025/355","Emergency Opioid Antagonists in Public K-12 Schools and Postsecondary Educational Institutions",NA,"Authorizes public schools to purchase, use, & maintain supply of emergency opioid antagonists that meet specified criteria, rather than only naloxone; & revises definition of term ""emergency opioid antagonist.""",1,"2025-02-03",2025,"2025-2026"
"H0357",1952549,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0357/2025","https://www.flsenate.gov/Session/Bill/2025/357","Property Tax Exemptions",NA,"Proposes amendment to State Constitution to create $100,000 exemption from assessed value of real property for all levies.",1,"2025-02-03",2025,"2025-2026"
"H0359",1952260,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0359/2025","https://www.flsenate.gov/Session/Bill/2025/359","Property Tax Exemptions",NA,"Creates certain exemption from all taxation for real property;",1,"2025-02-03",2025,"2025-2026"
"H0361",1953907,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0361/2025","https://www.flsenate.gov/Session/Bill/2025/361","Mental Health Professionals",NA,"Reclassifies intern registrations as associate registrations for professions of clinical social work, marriage & family therapy, & mental health counseling; removes requirement that licensed mental health professional be present on premises when registered associates, formerly classified as registered interns, are providing clinical services in private practice setting.",1,"2025-02-04",2025,"2025-2026"
"H0363",1953773,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0363/2025","https://www.flsenate.gov/Session/Bill/2025/363","Community Redevelopment Plans",NA,"Authorizes community redevelopment agency to use specified percentage of tax increment financing funds for certain business support services in carrying out approved community redevelopment plans.",1,"2025-02-04",2025,"2025-2026"
"H0365",1953354,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0365/2025","https://www.flsenate.gov/Session/Bill/2025/365","Rent of Affordable Housing Dwelling Units",NA,"Prohibits certain landlords of specified dwelling units from increasing rent during term of rental agreement.",1,"2025-02-04",2025,"2025-2026"
"H0367",1953805,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0367/2025","https://www.flsenate.gov/Session/Bill/2025/367","Home and Service Warranty Association Financial Requirements",NA,"Revises circumstances under which certain service warranty associations are not required to establish unearned premium reserves or to maintain contractual liability insurance & are authorized to allow their premiums to exceed specified ratios; requires service warranty contracts that include coverage for certain accidental damage to be covered by contractual liability policies.",1,"2025-02-04",2025,"2025-2026"
"H0369",1953506,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0369/2025","https://www.flsenate.gov/Session/Bill/2025/369","Provenance of Digital Content",NA,"Requires certain artificial intelligence providers to make provenance data available through specified options; requires such providers to make provenance readers available in specified manner; requires certain social media platforms to retain & make available certain provenance data; provides that violation constitutes unfair or deceptive act or practice.",1,"2025-02-04",2025,"2025-2026"
"H0371",1953445,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0371/2025","https://www.flsenate.gov/Session/Bill/2025/371","Nature-based Methods for Improving Coastal Resilience",NA,"Requires Florida Flood Hub for Applied Research & Innovation at USF College of Marine Science to develop design guidelines & standards for green & gray infrastructure & models for conceptual designs of green infrastructure & green-gray infrastructure; requires DEP to develop specified guidelines for nature-based methods for coastal resilience & to finalize & publish guidelines by specified date; requires department to encourage local governments to participate in certain restoration efforts.",1,"2025-02-04",2025,"2025-2026"
"H0373",1953674,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0373/2025","https://www.flsenate.gov/Session/Bill/2025/373","Pub. Rec/Appellate Court Clerks",NA,"Provides exemption from public records requirements for personal identifying & location information of current appellate court clerks & spouses & children of such appellate court clerks; provides for future legislative review & repeal; provides for retroactive application.",1,"2025-02-04",2025,"2025-2026"
"H0375",1953642,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0375/2025","https://www.flsenate.gov/Session/Bill/2025/375","Telephone Solicitation",NA,"Revises definition of terms ""telephone solicitor"" & ""telephonic sales call""; revises conditions for awarding attorney fees in civil actions relating to telephone solicitation.",1,"2025-02-04",2025,"2025-2026"
"H0377",1953575,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0377/2025","https://www.flsenate.gov/Session/Bill/2025/377","Health Insurance Coverage for Individuals with Developmental Disabilities",NA,"Revises definition of term ""autism spectrum disorder""; revises definition of term ""eligible individual"" to mean person of any age who has been diagnosed as having developmental disability for purpose of health care coverage under group, blanket, & franchise policies, health maintenance contracts, & under Medicaid program.",1,"2025-02-04",2025,"2025-2026"
"H0379",1953712,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0379/2025","https://www.flsenate.gov/Session/Bill/2025/379","Securities",NA,"Revises circumstances under which securities transactions are exempt from registration requirements; revises filing requirements for securities issuers under Florida Invest Local Exemption law; revises requirements for securities registration applications; revises list of individuals who must submit fingerprints for live-scan processing for registration applications; revises written assurances requirements that merger & acquisition brokers must receive from certain control persons; revises circumstances under which merger & acquisition brokers are not exempt from specified securities registration; revises circumstances under which person is eligible for payment from Securities Guaranty Fund.",1,"2025-02-04",2025,"2025-2026"
"H0381",1953841,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0381/2025","https://www.flsenate.gov/Session/Bill/2025/381","Issuance of Address and Individual Parcel Identification Numbers",NA,"Requires appropriate governing body to issue, within specified time after recordation of plat, certain information; provides penalty.",1,"2025-02-04",2025,"2025-2026"
"H0383",1953605,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0383/2025","https://www.flsenate.gov/Session/Bill/2025/383","Purchase and Possession of Firearms by Law Enforcement Officers, Correctional Officers, Correctional Probation Officers, and Servicemembers",NA,"Specifies that correctional probation officers have right to carry concealed firearms during off-duty hours at discretion of superiors; authorizes correctional probation officers to perform certain law enforcement functions under limited circumstances; specifies that correctional probation officer's appointing or employing agency or department may limit officer from carrying concealed firearms during off-duty hours; revises exemptions from mandatory waiting period between purchase & delivery of firearm.",1,"2025-02-04",2025,"2025-2026"
"H0385",1954507,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0385/2025","https://www.flsenate.gov/Session/Bill/2025/385","Trusts",NA,"Revises provisions relating to invasion of trust principal, claims against former trustees, certain property transferred to donee during settlor's lifetime, community property, & community property trusts.",1,"2025-02-04",2025,"2025-2026"
"H0387",1954822,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0387/2025","https://www.flsenate.gov/Session/Bill/2025/387","Prohibited Discrimination Based on Hairstyle",NA,"Prohibits discrimination based on protected hairstyle in K-20 public education system & specified private schools.",1,"2025-02-04",2025,"2025-2026"
"H0389",1954719,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0389/2025","https://www.flsenate.gov/Session/Bill/2025/389","Managed Care Plan Network Access",NA,"Requires that AHCA include specified requirements relating to care from, & reimbursement to, out-of-network Medicaid providers in agency's contracts with Medicaid managed care plans; authorizes enrollees of Medicaid managed care plans to receive care from Medicaid providers not under contract with plan; requires plans to reimburse such providers at applicable rates paid for such services under plan.",1,"2025-02-04",2025,"2025-2026"
"H0391",1954185,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0391/2025","https://www.flsenate.gov/Session/Bill/2025/391","Faith-based Content in Batterers' Intervention Programs",NA,"Specifies that batterers' intervention programs may include faith-based content; directs DCF to amend specified rule to conform.",1,"2025-02-04",2025,"2025-2026"
"H0393",1954083,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0393/2025","https://www.flsenate.gov/Session/Bill/2025/393","My Safe Florida Condominium Pilot Program",NA,"Prohibits condominium association from applying for hurricane mitigation inspection or mitigation grant under My Safe Florida Condominium Pilot Program unless certain association property or condominium property is established as common element & association has complied with specified requirements; revises approval requirements to receive mitigation grant; removes amount of grant funding for certain projects; revises improvements for which grant may be used; requires improvements to be identified in final hurricane mitigation inspection in order for association to receive grant funding.",1,"2025-02-04",2025,"2025-2026"
"H0395",1954926,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0395/2025","https://www.flsenate.gov/Session/Bill/2025/395","Deferred Retirement Option Program Eligibility for School Employees and Personnel",NA,"Removes the time limitation for DROP eligibility for certain personnel.",1,"2025-02-04",2025,"2025-2026"
"H0397",1956108,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0397/2025","https://www.flsenate.gov/Session/Bill/2025/397","Public Records/Crime Stoppers Organizations",NA,"Provides exemption from public records requirements for specified personal identifying & location information of employees of crime stoppers organizations & board members & volunteers of such crime stoppers organizations; provides for future legislative review & repeal of exemption; provides for retroactive application; provides statement of public necessity.",1,"2025-02-05",2025,"2025-2026"
"H0399",1956390,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0399/2025","https://www.flsenate.gov/Session/Bill/2025/399","Ethics",NA,"Prohibits candidates, elected public officers, appointed public officers, & public employees from knowingly misrepresenting their Armed Forces of United States service records, awards, or qualifications or wearing any uniform, medal, or insignia that they are not authorized to wear; provides civil penalties; provides that certain penalties are delinquent if they aren't paid to Commission on Ethics within specified timeframe; requires Attorney General to attempt to determine whether individual owing certain penalties is current public officer or public employee; requires Attorney General to notify CFO or governing body of county, municipality, school district, or special district of total amount of any such penalty owed by current public officer or public employee; requires CFO or governing body to begin withholding portions of any salary-related payment that would otherwise be paid to officer or employee; requires that withheld payments be remitted to commission until penalty is satisfied; authorizes CFO or governing body to retain portion of each retained payment for administrative costs; authorizes Attorney General to refer certain unpaid fines to collection agency; authorizes collection agency to use any lawful collection method; authorizes Attorney General to collect unpaid fine within specified period after issuance of civil penalty or restitution penalty.",1,"2025-02-05",2025,"2025-2026"
"H0401",1956201,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0401/2025","https://www.flsenate.gov/Session/Bill/2025/401","Residential Land Use Development Regulations",NA,"Authorizes counties & municipalities, respectively, to zone or designate parcel for single-family residential use or single-family hybrid housing use; authorizes counties & municipalities, respectively, to allow use of land for single-family residential use, while prohibiting use of land for single-family hybrid housing use; provides for adoption of local land development regulations.",1,"2025-02-05",2025,"2025-2026"
"H0403",1956354,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0403/2025","https://www.flsenate.gov/Session/Bill/2025/403","Limited Liability Companies",NA,"Creates and revises provisions addressing certain domestic and foreign limited liability companies, series, and protected series, including registered series and protected series.",1,"2025-02-05",2025,"2025-2026"
"H0405",1956416,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0405/2025","https://www.flsenate.gov/Session/Bill/2025/405","Certified Recovery Residences",NA,"Revises definition of term ""certified recovery residence""; requires credentialing entity to revoke certified residence's certificate of compliance if certified recovery residence willfully, knowingly, or intentionally provides false or misleading information to credentialing entity; revises applicability of provisions governing referrals to or from recovery residences.",1,"2025-02-05",2025,"2025-2026"
"H0407",1956229,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0407/2025","https://www.flsenate.gov/Session/Bill/2025/407","Guardianship of Property",NA,"Requires guardians of property to file quarterly, rather than annual, accounting reports by specified dates; authorizes court to set different quarterly schedule; requires guardian to mail copy of each quarterly accounting to ward's next of kin; requires first quarterly accounting period to end within certain timeframe after letters of guardianship are issued; requires guardians of property to file quarterly, rather than annual, accounting reports; requires guardian to mail copy of each quarterly accounting to ward's next of kin; authorizes certain guardians to file each monthly statement of ward's account from ward's financial institution for preceding quarter; requires court to appoint appraiser to appraise ward's property; requires all documentation, including bids submitted to purchase such property, from appraiser to be retained in court file; requires court to refer certain guardians to FDLE for criminal investigation.",1,"2025-02-05",2025,"2025-2026"
"H0409",1956129,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0409/2025","https://www.flsenate.gov/Session/Bill/2025/409","Adaptive Reuse of Land",NA,"Authorizes board of county commissioners & municipal governing body, respectively, to adopt ordinance for transitional housing; establishes eligibility & ordinance requirements; authorizes Florida Housing Finance Corporation to provide technical assistance to counties & municipalities; creates Adaptive Reuse Public-Private Partnership Council to facilitate & oversee development of adaptive reuse projects; requires council to monitor & perform project evaluations on regular basis; prohibits members of council from receiving compensation; authorizes reimbursement for travel expenses for certain members; requires council to report specified information to Governor & Legislature by specified date each year.",1,"2025-02-05",2025,"2025-2026"
"H0411",1956326,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0411/2025","https://www.flsenate.gov/Session/Bill/2025/411","Affordable Property Ad Valorem Tax Exemption on Leased Land",NA,"Authorizes certain leased land to qualify for specified ad valorem tax exemption; authorizes Department of Revenue to adopt emergency rules.",1,"2025-02-05",2025,"2025-2026"
"H0413",1956454,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0413/2025","https://www.flsenate.gov/Session/Bill/2025/413","Swimming Safety",NA,"Prohibits organizations from granting water access at public bathing places & public swimming pools to certain children without first requiring specified information; requires organizations to provide specified types of personal flotation devices to certain children; authorizes public bathing places & public swimming pools to refuse water access to certain children requires certain counties & municipalities to create pilot programs to install drowning prevention stations at high-risk water access areas; provides; specifies information that each participating county & municipality must provide to DEP following conclusion of pilot program; requires DEP to submit final report to Governor & Legislature; provides contents of report; encourages local governments to implement sponsorship programs with businesses to help fund drowning prevention stations; requires DEP to coordinate public awareness campaign dealing with water safety during implementation of pilot program; requires parents or legal guardians of children with autism to provide specified information regarding water safety & swimming certifications to child's public school.",1,"2025-02-05",2025,"2025-2026"
"H0415",1957478,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0415/2025","https://www.flsenate.gov/Session/Bill/2025/415","Community-based Care Lead Agency and Subcontractor Liability",NA,"Lowers dollar amount limit of net economic damages in tort actions brought against lead agencies & subcontractors; provides that lead agencies & subcontractors that are direct providers of foster care & related services are not liable to pay any claim or judgment that exceeds specified amount; provides that attorney may not charge, demand, receive, or collect for services rendered fees that exceed specified amount of any judgment or settlement.",1,"2025-02-05",2025,"2025-2026"
"H0417",1957306,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0417/2025","https://www.flsenate.gov/Session/Bill/2025/417","Curators of Estates",NA,"Revises provisions related to curators of estates including requirements for court reporting, authority & duties, bonding, removal, & reporting.",1,"2025-02-05",2025,"2025-2026"
"H0419",1956892,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0419/2025","https://www.flsenate.gov/Session/Bill/2025/419","Residential Utility Disconnections",NA,"Provides conditions under which disconnection of residential utility services for nonpayment is prohibited & waiver of certain fees is required; authorizes utilities to voluntarily suspend disconnections to protect health & safety of customers & reliability of services; requires specified notice & alerts; provides penalties & remedies.",1,"2025-02-05",2025,"2025-2026"
"H0421",1957367,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0421/2025","https://www.flsenate.gov/Session/Bill/2025/421","Peer Support for First Responders",NA,"Revises definition of term ""first responder"" to include specified support personnel for provision of peer support.",2,"2025-03-27",2025,"2025-2026"
"H0423",1957008,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0423/2025","https://www.flsenate.gov/Session/Bill/2025/423","Family Empowerment Scholarship Program",NA,"Requires private schools participating in Family Empowerment Scholarship Program to provide specified information in writing to parents before student enrollment in school.",1,"2025-02-05",2025,"2025-2026"
"H0425",1957611,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0425/2025","https://www.flsenate.gov/Session/Bill/2025/425","Coverage for Out-of-network Ground Ambulance Emergency Services",NA,"Requires certain health insurers & HMOs to reimburse nonparticipating & out-of-network ambulance service providers at specified rate for providing ground ambulance services; provides that certain payments by insured constitute accord & satisfaction, & release, of certain claims; prohibits certain cost-sharing responsibilities paid from exceeding certain amount; provides that ambulance service provider & certain claims are subject to certain provisions; requires small employer carrier to comply with certain provisions.",1,"2025-02-05",2025,"2025-2026"
"H0427",1958079,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0427/2025","https://www.flsenate.gov/Session/Bill/2025/427","Rules for Adult Cardiovascular Services",NA,"Revises criteria & procedures for establishing rules for adult cardiovascular services.",1,"2025-02-05",2025,"2025-2026"
"H0429",1958304,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0429/2025","https://www.flsenate.gov/Session/Bill/2025/429","Motor Vehicle Manufacturers and Franchised Motor Vehicle Dealers",NA,"Prohibits applicant or licensee, or common entity thereof, from implementing sales or service performance measurement criteria without providing motor vehicle dealers with basis for any sales or service performance measurement; prohibits applicant or licensee, or common entity thereof, from engaging in certain retaliatory or discriminatory conduct; revises conditions under which discontinuation, cancellation, or nonrenewal of franchise agreement is considered unfair.",1,"2025-02-05",2025,"2025-2026"
"H0431",1958912,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0431/2025","https://www.flsenate.gov/Session/Bill/2025/431","Background Screening of Athletic Coaches",NA,"Revises date upon which certain background screenings of athletic coaches must be conducted.",1,"2025-02-06",2025,"2025-2026"
"H0433",1958640,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0433/2025","https://www.flsenate.gov/Session/Bill/2025/433","Administrative Procedures",NA,"Revises provisions relating to rule development, proposed rules, notices, public workshops, publication, timeframes, repromulgation requirements, statements of estimated regulatory costs, public hearings, lower cost regulatory alternatives, incorporation by reference, emergency rules, Florida Administrative Code, Florida Administrative Register, & annual regulatory plans.",1,"2025-02-06",2025,"2025-2026"
"H0435",1958806,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0435/2025","https://www.flsenate.gov/Session/Bill/2025/435","Telecommunications Access System Act of 1991",NA,"Revises administrative powers & duties of PSC in overseeing telecommunications access system, procedures for distribution of specialized telecommunications devices, & composition of advisory committee; authorizes sheriff departments to purchase & operate telecommunications device for deaf.",1,"2025-02-06",2025,"2025-2026"
"H0437",1958878,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0437/2025","https://www.flsenate.gov/Session/Bill/2025/437","Tampering with an Electronic Monitoring Device",NA,"Revises offense of tampering with electronic monitoring device; provides specified penalty for person under 18 who commits offense; requires revocation of pretrial release of person who tampers with such device while on pretrial release; permits court new bond under specified conditions.",1,"2025-02-06",2025,"2025-2026"
"H0439",1958950,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0439/2025","https://www.flsenate.gov/Session/Bill/2025/439","Public School Personnel Salary Schedules",NA,"Removes requirements that school districts adopt grandfathered salary schedule & performance-based salary schedule; revises requirements for certain salary adjustments & supplements; & revises requirements for use of advanced degrees in setting salary schedules.",1,"2025-02-06",2025,"2025-2026"
"H0441",1959014,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0441/2025","https://www.flsenate.gov/Session/Bill/2025/441","Gun Violence Prevention Pilot Program",NA,"Requires IMPACT GNV of City of Gainesville, in collaboration with others, to develop & implement Gun Violence Prevention Pilot Program; provides eligibility & program requirements; provides alternatives to incarceration for specified youth; provides for referrals to specified programs; requires City of Gainesville, in collaboration with Alachua County, to annually submit specified report to IMPACT GNV of City of Gainesville by specified date; requires to IMPACT GNV of City of Gainesville to report specified information to Governor & Legislature by specified date.",1,"2025-02-06",2025,"2025-2026"
"H0443",1959086,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0443/2025","https://www.flsenate.gov/Session/Bill/2025/443","Charter Schools",NA,"Revises provisions relating to charter school codes of student conduct, enrollment, capacity, compliance with law, facilities, ad valorem taxes, student data; revises provisions relating to high-performing charter schools; revises provisions relating to sale, transfer, lease, or disposal of school district real property.",1,"2025-02-06",2025,"2025-2026"
"H0445",1958702,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0445/2025","https://www.flsenate.gov/Session/Bill/2025/445","Toll Exemptions for Veterans",NA,"Exempts certain disabled veterans from required payment of tolls for use of toll facilities.",1,"2025-02-06",2025,"2025-2026"
"H0447",1958981,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0447/2025","https://www.flsenate.gov/Session/Bill/2025/447","Disability History and Awareness Instruction",NA,"Requires that disability history & awareness instruction include specified materials.",1,"2025-02-06",2025,"2025-2026"
"H0449",1958842,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0449/2025","https://www.flsenate.gov/Session/Bill/2025/449","Optometry",NA,"Revises membership requirements for Board of Optometry; revises & provides rules to be implemented by board; revises requirements for administration & prescription of ocular pharmaceutical agents & provisions related to topical & oral ocular pharmaceutical agent formularies established by board; authorizes optometrist certified in ophthalmic procedures to perform certain procedures; requires board to determine required content, grading criteria, & passing score for such examination; authorizes certain procedures certified optometrist may perform; prohibits commercial or mercantile establishment from having any control over manner in which licensee practices optometry; removes provision prohibiting surgery of any kind; authorizes specified titles & abbreviations for certified optometrists; provides requirements for advertisements; provides requirements for demonstration of financial responsibility as term of licensure.",1,"2025-02-06",2025,"2025-2026"
"H0451",1960636,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0451/2025","https://www.flsenate.gov/Session/Bill/2025/451","Court Judgment Interest Rates and Insurance Reports and Practices",NA,"Revises calculation that CFO performs to set rate of interest payable on judgments or decrees; requires OIR to create specified reports on insurance-related entities & compensation of executive officers for insurers, licensees, & registrants; revises factors office must consider in determining whether insurance rate is excessive, inadequate, or unfairly discriminatory; requires property insurers to send policyholders written estimate of amount of loss; specifies certain requirements for insurers when creating & sending such estimates; prohibits insureds & insurers from waiving such requirements; revises manner in which property insurer must respond to notice to initiate litigation; requires claimant & property insurer to participate in mandatory mediation; requires court to determine attorney fees in specified manner for cases arising from property insurance dispute; requires property insurers to disclose to policyholders dollar amount of credit or premium discount for mandatory binding arbitration endorsement.",1,"2025-02-06",2025,"2025-2026"
"H0453",1960310,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0453/2025","https://www.flsenate.gov/Session/Bill/2025/453","Pool/Spa Contractors",NA,"Revises definitions of terms ""commercial pool/spa contractor,"" ""residential pool/spa contractor,"" & ""swimming pool/spa servicing contractor.""",1,"2025-02-06",2025,"2025-2026"
"H0455",1960804,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0455/2025","https://www.flsenate.gov/Session/Bill/2025/455","Database of Animal Cruelty Violators",NA,"Requires FDLE to post on its website names of certain individuals who have violated specified animal cruelty provisions.",1,"2025-02-06",2025,"2025-2026"
"H0457",1961827,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0457/2025","https://www.flsenate.gov/Session/Bill/2025/457","Unlawful Distribution of Controlled Substances Resulting in Death",NA,"Revises elements of third degree murder.",1,"2025-02-07",2025,"2025-2026"
"H0459",1961727,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0459/2025","https://www.flsenate.gov/Session/Bill/2025/459","Resolution of Disputed Property Insurance Claims",NA,"Requires, rather than authorizes, parties in property insurance claim dispute to participate in mediation; provides that mediation is condition precedent to commencing litigation; provides that parties may mutually agree to conduct mediation by teleconference or other electronic means; requires all insureds, or their representatives, to personally attend mediation; revises & specifies duties relating to bearing certain costs of mediation; requires policyholder to provide insurer with any information & certain documents within specified timeframe after mediation is invoked; revises conditions under which policyholder has certain timeframe to rescind settlement.",1,"2025-02-07",2025,"2025-2026"
"H0461",1961513,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0461/2025","https://www.flsenate.gov/Session/Bill/2025/461","Insurance Solutions Advisory Council",NA,"Creates advisory council within OIR for specified purposes; provides for membership & meetings of advisory council; requires office to provide advisory council with staffing & administrative assistance; requires advisory council to submit specified report annually; provides for expiration of advisory council.",1,"2025-02-07",2025,"2025-2026"
