"roll_call_id","bill_id","session","roll_call_date","roll_call_desc","yea","nay","nv","absent","n_total","passed","roll_call_chamber","bill_title","bill_number","session_year","bill_url","pct_of_total","n_present","pct_of_present","final_vote","R_pct_of_present","D_pct_of_present","rc_unity_D","rc_unity_R","rc_mean_partisanship"
1513135,1952198,"2025-2025_Regular_Session","2025-03-11","Senate Governmental Oversight and Accountability",7,0,0,1,8,1,"S","Administrative Procedure","S0448",2025,"https://legiscan.com/FL/bill/S0448/2025",0.875,7,1,"N",1,1,1,1,1
1513162,1975419,"2025-2025_Regular_Session","2025-03-11","Senate Health Policy",10,0,0,0,10,1,"S","Improving Screening for and Treatment of Blood Clots","S0890",2025,"https://legiscan.com/FL/bill/S0890/2025",1,10,1,"N",1,1,1,1,1
1513183,1941980,"2025-2025_Regular_Session","2025-03-11","Senate Military and Veterans Affairs, Space, and Domestic Security",5,0,0,1,6,1,"S","Educational Dollars for Duty Program","S0336",2025,"https://legiscan.com/FL/bill/S0336/2025",0.833333333333333,5,1,"N",1,1,1,1,1
1513198,1983495,"2025-2025_Regular_Session","2025-03-10","Senate Banking and Insurance",10,0,0,0,10,1,"S","Pet Insurance and Wellness Programs","S1226",2025,"https://legiscan.com/FL/bill/S1226/2025",1,10,1,"N",1,1,1,1,1
1513250,1980688,"2025-2025_Regular_Session","2025-03-11","House Education Administration Subcommittee",17,0,0,1,18,1,"H","Florida Institute for Pediatric Rare Diseases","H0907",2025,"https://legiscan.com/FL/bill/H0907/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1513285,1983449,"2025-2025_Regular_Session","2025-03-11","Senate Criminal Justice",9,0,0,0,9,1,"S","Fraudulent Use of Gift Cards","S1198",2025,"https://legiscan.com/FL/bill/S1198/2025",1,9,1,"N",1,1,1,1,1
1513327,1953445,"2025-2025_Regular_Session","2025-03-11","House Natural Resources & Disasters Subcommittee",16,0,0,2,18,1,"H","Nature-based Methods for Improving Coastal Resilience","H0371",2025,"https://legiscan.com/FL/bill/H0371/2025",0.888888888888889,16,1,"N",1,1,1,1,1
1513340,1983587,"2025-2025_Regular_Session","2025-03-11","House Health Care Facilities & Systems Subcommittee",16,0,0,2,18,1,"H","Health Care Patient Protection","H1119",2025,"https://legiscan.com/FL/bill/H1119/2025",0.888888888888889,16,1,"N",1,1,1,1,1
1513414,1942658,"2025-2025_Regular_Session","2025-03-11","House Government Operations Subcommittee",17,0,0,1,18,1,"H","Special Observances","H0259",2025,"https://legiscan.com/FL/bill/H0259/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1513526,1969327,"2025-2025_Regular_Session","2025-03-11","Senate Criminal Justice",9,0,0,0,9,1,"S","Sexual Offenses by Persons Previously Convicted of Sexual Offenses","S0716",2025,"https://legiscan.com/FL/bill/S0716/2025",1,9,1,"N",1,1,1,1,1
1513599,1963580,"2025-2025_Regular_Session","2025-03-11","Senate Governmental Oversight and Accountability",7,0,0,1,8,1,"S","Public Records and Meetings/NG911 Systems","S7006",2025,"https://legiscan.com/FL/bill/S7006/2025",0.875,7,1,"N",1,1,1,1,1
1513652,1973421,"2025-2025_Regular_Session","2025-03-11","Senate Environment and Natural Resources",9,0,0,0,9,1,"S","Requirements for Battery Manufacturers","S0800",2025,"https://legiscan.com/FL/bill/S0800/2025",1,9,1,"N",1,1,1,1,1
1513663,1986968,"2025-2025_Regular_Session","2025-03-11","House Government Operations Subcommittee",14,3,0,1,18,1,"H","Succession to Office of Governor, Auditing, and Government Efficiency","H1325",2025,"https://legiscan.com/FL/bill/H1325/2025",0.777777777777778,17,0.823529411764706,"N",1,0.4,0.6,1,0.882352941176471
1513713,1987620,"2025-2025_Regular_Session","2025-03-11","Senate Health Policy",10,0,0,0,10,1,"S","Tax Credits for Charitable Contributions","S0182",2025,"https://legiscan.com/FL/bill/S0182/2025",1,10,1,"N",1,1,1,1,1
1513729,1894965,"2025-2025_Regular_Session","2025-03-11","House Government Operations Subcommittee",17,0,0,1,18,1,"H","Pub. Rec. and Meetings/Social Work Licensure Interstate Compact","H0029",2025,"https://legiscan.com/FL/bill/H0029/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1513730,1975477,"2025-2025_Regular_Session","2025-03-11","Senate Military and Veterans Affairs, Space, and Domestic Security",5,0,0,1,6,1,"S","Florida State Guard","S0884",2025,"https://legiscan.com/FL/bill/S0884/2025",0.833333333333333,5,1,"N",1,1,1,1,1
1513731,1977496,"2025-2025_Regular_Session","2025-03-11","Senate Health Policy",8,2,0,0,10,1,"S","Invalid Restrictive Covenants in Health Care","S0942",2025,"https://legiscan.com/FL/bill/S0942/2025",0.8,10,0.8,"N",0.857142857142857,0.666666666666667,0.666666666666667,0.857142857142857,0.8
1513734,1963716,"2025-2025_Regular_Session","2025-03-11","Senate Governmental Oversight and Accountability",7,0,0,1,8,1,"S","OGSR/Applicants or Participants in Certain Federal, State, or Local Housing Assistance Programs","S7004",2025,"https://legiscan.com/FL/bill/S7004/2025",0.875,7,1,"N",1,1,1,1,1
1513742,1969698,"2025-2025_Regular_Session","2025-03-11","Senate Criminal Justice",9,0,0,0,9,1,"S","Public Records/Crime Stoppers Organizations","S0710",2025,"https://legiscan.com/FL/bill/S0710/2025",1,9,1,"N",1,1,1,1,1
1513752,1972698,"2025-2025_Regular_Session","2025-03-11","House Health Care Facilities & Systems Subcommittee",16,0,0,2,18,1,"H","State Group Insurance Program Coverage of Standard Fertility Preservation Services","H0677",2025,"https://legiscan.com/FL/bill/H0677/2025",0.888888888888889,16,1,"N",1,1,1,1,1
1513815,1973264,"2025-2025_Regular_Session","2025-03-11","Senate Environment and Natural Resources",9,0,0,0,9,1,"S","Stormwater Management Systems","S0810",2025,"https://legiscan.com/FL/bill/S0810/2025",1,9,1,"N",1,1,1,1,1
1513838,1972320,"2025-2025_Regular_Session","2025-03-11","Senate Agriculture",6,0,0,0,6,1,"S","Improvements to Structures on Agricultural Lands","S0786",2025,"https://legiscan.com/FL/bill/S0786/2025",1,6,1,"N",1,1,1,1,1
1513840,1973249,"2025-2025_Regular_Session","2025-03-11","Senate Environment and Natural Resources",9,0,0,0,9,1,"S","General Permits for Distributed Wastewater Treatment Systems","S0796",2025,"https://legiscan.com/FL/bill/S0796/2025",1,9,1,"N",1,1,1,1,1
1513845,1927298,"2025-2025_Regular_Session","2025-03-10","Senate Education Postsecondary",5,0,0,2,7,1,"S","Florida Institute for Human and Machine Cognition, Inc.","S0312",2025,"https://legiscan.com/FL/bill/S0312/2025",0.714285714285714,5,1,"N",1,NA,NA,NA,NA
1513856,1967427,"2025-2025_Regular_Session","2025-03-11","House Housing, Agriculture & Tourism Subcommittee",17,0,0,1,18,1,"H","Development Permits and Orders","H0579",2025,"https://legiscan.com/FL/bill/H0579/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1513876,1988803,"2025-2025_Regular_Session","2025-03-11","House Health Care Facilities & Systems Subcommittee",18,0,0,0,18,1,"H","Home Health Aide for Medically Fragile Children Program","H1529",2025,"https://legiscan.com/FL/bill/H1529/2025",1,18,1,"N",1,1,1,1,1
1513877,1983681,"2025-2025_Regular_Session","2025-03-11","House Student Academic Success Subcommittee",17,0,0,1,18,1,"H","Certificates of Completion","H1111",2025,"https://legiscan.com/FL/bill/H1111/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1513913,1994035,"2025-2025_Regular_Session","2025-03-11","Senate Health Policy",9,1,0,0,10,1,"S","OGSR/Parental Consent Requirements Before Terminating a Pregnancy","S7018",2025,"https://legiscan.com/FL/bill/S7018/2025",0.9,10,0.9,"N",0.857142857142857,1,1,0.857142857142857,0.9
1513916,1944992,"2025-2025_Regular_Session","2025-03-11","House Natural Resources & Disasters Subcommittee",17,0,0,1,18,1,"H","Building and Plumbing Permits for the Use of Onsite Sewage Treatment and Disposal Systems","H0287",2025,"https://legiscan.com/FL/bill/H0287/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1513942,1956553,"2025-2025_Regular_Session","2025-03-11","Senate Environment and Natural Resources",8,1,0,0,9,1,"S","Mitigation Banking","S0492",2025,"https://legiscan.com/FL/bill/S0492/2025",0.888888888888889,9,0.888888888888889,"N",1,0.666666666666667,0.666666666666667,1,0.888888888888889
1513955,1967478,"2025-2025_Regular_Session","2025-03-11","Senate Health Policy",9,1,0,0,10,1,"S","Storage and Disposal of Prescription Drugs and Sharps","S0668",2025,"https://legiscan.com/FL/bill/S0668/2025",0.9,10,0.9,"N",1,0.666666666666667,0.666666666666667,1,0.9
1513979,1987729,"2025-2025_Regular_Session","2025-03-10","Senate Education Postsecondary",5,0,0,2,7,1,"S","Higher Education","S1624",2025,"https://legiscan.com/FL/bill/S1624/2025",0.714285714285714,5,1,"N",1,NA,NA,NA,NA
1514021,1987792,"2025-2025_Regular_Session","2025-03-11","Senate Education Pre-K - 12",9,0,0,0,9,1,"S","Prekindergarten Through Grade 12 Education","S1618",2025,"https://legiscan.com/FL/bill/S1618/2025",1,9,1,"N",1,1,1,1,1
1514037,1980686,"2025-2025_Regular_Session","2025-03-11","House Student Academic Success Subcommittee",17,0,0,1,18,1,"H","Required Instruction in Cursive Writing","H0921",2025,"https://legiscan.com/FL/bill/H0921/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1514044,1975689,"2025-2025_Regular_Session","2025-03-11","Senate Governmental Oversight and Accountability",6,1,0,1,8,1,"S","Coverage for Fertility Preservation Services","S0924",2025,"https://legiscan.com/FL/bill/S0924/2025",0.75,7,0.857142857142857,"N",0.8,1,1,0.8,0.857142857142857
1514140,1951899,"2025-2025_Regular_Session","2025-03-11","Senate Governmental Oversight and Accountability",7,0,0,1,8,1,"S","OGSR/Site-specific Location Information for Endangered and Threatened Species","S7000",2025,"https://legiscan.com/FL/bill/S7000/2025",0.875,7,1,"N",1,1,1,1,1
1514150,1940859,"2025-2025_Regular_Session","2025-03-11","House Housing, Agriculture & Tourism Subcommittee",15,2,0,1,18,1,"H","Affordable Housing","H0247",2025,"https://legiscan.com/FL/bill/H0247/2025",0.833333333333333,17,0.882352941176471,"N",1,0.5,NA,1,1
1514223,1971008,"2025-2025_Regular_Session","2025-03-11","Senate Health Policy",10,0,0,0,10,1,"S","Preventing the Spread of Avian Influenza","S0762",2025,"https://legiscan.com/FL/bill/S0762/2025",1,10,1,"N",1,1,1,1,1
1514250,1976646,"2025-2025_Regular_Session","2025-03-11","House Health Care Facilities & Systems Subcommittee",18,0,0,0,18,1,"H","Surrendered Infants","H0791",2025,"https://legiscan.com/FL/bill/H0791/2025",1,18,1,"N",1,1,1,1,1
1514281,1969535,"2025-2025_Regular_Session","2025-03-11","Senate Agriculture",6,0,0,0,6,1,"S","Department of Agriculture and Consumer Services","S0700",2025,"https://legiscan.com/FL/bill/S0700/2025",1,6,1,"N",1,1,1,1,1
1514354,1963449,"2025-2025_Regular_Session","2025-03-11","House Health Care Facilities & Systems Subcommittee",18,0,0,0,18,1,"H","Nonprofit Agricultural Organization Medical Benefit Plans","H0497",2025,"https://legiscan.com/FL/bill/H0497/2025",1,18,1,"N",1,1,1,1,1
1514387,1942015,"2025-2025_Regular_Session","2025-03-11","House Student Academic Success Subcommittee",16,0,0,2,18,1,"H","Holocaust Remembrance Day","H0251",2025,"https://legiscan.com/FL/bill/H0251/2025",0.888888888888889,16,1,"N",1,1,1,1,1
1514466,1967393,"2025-2025_Regular_Session","2025-03-11","House Natural Resources & Disasters Subcommittee",13,5,0,0,18,1,"H","Regulation of Auxiliary Containers","H0565",2025,"https://legiscan.com/FL/bill/H0565/2025",0.722222222222222,18,0.722222222222222,"N",1,0,1,1,1
1514467,1974703,"2025-2025_Regular_Session","2025-03-11","House Natural Resources & Disasters Subcommittee",18,0,0,0,18,1,"H","Water Access Facilities","H0735",2025,"https://legiscan.com/FL/bill/H0735/2025",1,18,1,"N",1,1,1,1,1
1514577,1957008,"2025-2025_Regular_Session","2025-03-11","House Student Academic Success Subcommittee",17,0,0,1,18,1,"H","Family Empowerment Scholarship Program","H0423",2025,"https://legiscan.com/FL/bill/H0423/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1514614,1985637,"2025-2025_Regular_Session","2025-03-11","Senate Education Pre-K - 12",9,0,0,0,9,1,"S","School Safety","S1470",2025,"https://legiscan.com/FL/bill/S1470/2025",1,9,1,"N",1,1,1,1,1
1514625,1942091,"2025-2025_Regular_Session","2025-03-11","Senate Education Pre-K - 12",6,2,0,1,9,1,"S","Health Screenings for K-12 Students","S0370",2025,"https://legiscan.com/FL/bill/S0370/2025",0.666666666666667,8,0.75,"N",0.6,1,1,0.6,0.75
1514627,1981161,"2025-2025_Regular_Session","2025-03-11","Senate Criminal Justice",9,0,0,0,9,1,"S","Tampering with an Electronic Monitoring Device","S1054",2025,"https://legiscan.com/FL/bill/S1054/2025",1,9,1,"N",1,1,1,1,1
1514660,1983455,"2025-2025_Regular_Session","2025-03-11","Senate Criminal Justice",9,0,0,0,9,1,"S","Installation or Use of Tracking Devices or Applications","S1168",2025,"https://legiscan.com/FL/bill/S1168/2025",1,9,1,"N",1,1,1,1,1
1514673,1967372,"2025-2025_Regular_Session","2025-03-11","House Government Operations Subcommittee",13,4,0,1,18,1,"H","The Designation of the Gulf of Mexico","H0575",2025,"https://legiscan.com/FL/bill/H0575/2025",0.722222222222222,17,0.764705882352941,"N",1,0.2,0.8,1,0.941176470588235
1514678,1956827,"2025-2025_Regular_Session","2025-03-11","Senate Education Pre-K - 12",9,0,0,0,9,1,"S","Family Empowerment Scholarship Program","S0508",2025,"https://legiscan.com/FL/bill/S0508/2025",1,9,1,"N",1,1,1,1,1
1514704,1970297,"2025-2025_Regular_Session","2025-03-11","Senate Environment and Natural Resources",9,0,0,0,9,1,"S","Brownfields","S0736",2025,"https://legiscan.com/FL/bill/S0736/2025",1,9,1,"N",1,1,1,1,1
1514765,1980979,"2025-2025_Regular_Session","2025-03-11","Senate Criminal Justice",9,0,0,0,9,1,"S","Fines for Public Nuisance Abatement","S1022",2025,"https://legiscan.com/FL/bill/S1022/2025",1,9,1,"N",1,1,1,1,1
1514767,1981374,"2025-2025_Regular_Session","2025-03-11","Senate Education Pre-K - 12",8,0,0,1,9,1,"S","Electrocardiograms for Student Athletes","S1070",2025,"https://legiscan.com/FL/bill/S1070/2025",0.888888888888889,8,1,"N",1,1,1,1,1
1514768,1982573,"2025-2025_Regular_Session","2025-03-11","House Housing, Agriculture & Tourism Subcommittee",18,0,0,0,18,1,"H","Real Property and Condominium Flood Disclosures","H1015",2025,"https://legiscan.com/FL/bill/H1015/2025",1,18,1,"N",1,1,1,1,1
1514820,1985733,"2025-2025_Regular_Session","2025-03-11","Senate Education Pre-K - 12",7,2,0,0,9,1,"S","Public Records/School Security Guards","S1472",2025,"https://legiscan.com/FL/bill/S1472/2025",0.777777777777778,9,0.777777777777778,"N",0.833333333333333,0.666666666666667,0.666666666666667,0.833333333333333,0.777777777777778
1514899,1980682,"2025-2025_Regular_Session","2025-03-11","House Housing, Agriculture & Tourism Subcommittee",18,0,0,0,18,1,"H","Condominium Associations","H0913",2025,"https://legiscan.com/FL/bill/H0913/2025",1,18,1,"N",1,1,1,1,1
1514983,1979128,"2025-2025_Regular_Session","2025-03-11","Senate Agriculture",6,0,0,0,6,1,"S","Hunger-Free Campus Pilot Program","S0980",2025,"https://legiscan.com/FL/bill/S0980/2025",1,6,1,"N",1,1,1,1,1
1515087,1985146,"2025-2025_Regular_Session","2025-03-11","Senate Agriculture",6,0,0,0,6,1,"S","Agronomic Study on Emerging Crops","S0178",2025,"https://legiscan.com/FL/bill/S0178/2025",1,6,1,"N",1,1,1,1,1
1515106,1918478,"2025-2025_Regular_Session","2025-03-11","Senate Education Pre-K - 12",9,0,0,0,9,1,"S","Student Participation in Interscholastic and Intrascholastic Extracurricular Sports","S0248",2025,"https://legiscan.com/FL/bill/S0248/2025",1,9,1,"N",1,1,1,1,1
1515225,1988857,"2025-2025_Regular_Session","2025-03-11","House Government Operations Subcommittee",17,0,0,1,18,1,"H","Public Officers and Employees","H1445",2025,"https://legiscan.com/FL/bill/H1445/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1515241,1962260,"2025-2025_Regular_Session","2025-03-11","House Natural Resources & Disasters Subcommittee",18,0,0,0,18,1,"H","Anchoring Limitation Areas","H0481",2025,"https://legiscan.com/FL/bill/H0481/2025",1,18,1,"N",1,1,1,1,1
1515316,1970101,"2025-2025_Regular_Session","2025-03-11","Senate Education Pre-K - 12",8,0,0,1,9,1,"S","International Baccalaureate Bonus Funding","S0754",2025,"https://legiscan.com/FL/bill/S0754/2025",0.888888888888889,8,1,"N",1,1,1,1,1
1515341,1982781,"2025-2025_Regular_Session","2025-03-11","Senate Environment and Natural Resources",9,0,0,0,9,1,"S","Spring Restoration","S1228",2025,"https://legiscan.com/FL/bill/S1228/2025",1,9,1,"N",1,1,1,1,1
1515400,1983230,"2025-2025_Regular_Session","2025-03-11","Senate Environment and Natural Resources",9,0,0,0,9,1,"S","Water Access Facilities","S1162",2025,"https://legiscan.com/FL/bill/S1162/2025",1,9,1,"N",1,1,1,1,1
1515413,1974993,"2025-2025_Regular_Session","2025-03-11","Senate Criminal Justice",9,0,0,0,9,1,"S","Probation for Misdemeanor Offenses","S0878",2025,"https://legiscan.com/FL/bill/S0878/2025",1,9,1,"N",1,1,1,1,1
1515480,1977223,"2025-2025_Regular_Session","2025-03-11","Senate Criminal Justice",9,0,0,0,9,1,"S","Restrictions on Firearms and Ammunition During Emergencies","S0952",2025,"https://legiscan.com/FL/bill/S0952/2025",1,9,1,"N",1,1,1,1,1
1515633,1979680,"2025-2025_Regular_Session","2025-03-10","Senate Banking and Insurance",10,0,0,0,10,1,"S","Securities","S0988",2025,"https://legiscan.com/FL/bill/S0988/2025",1,10,1,"N",1,1,1,1,1
1515644,1951702,"2025-2025_Regular_Session","2025-03-11","Senate Community Affairs",7,0,0,1,8,1,"S","Florida Museum of Black History","S0466",2025,"https://legiscan.com/FL/bill/S0466/2025",0.875,7,1,"N",1,1,1,1,1
1515648,1954289,"2025-2025_Regular_Session","2025-03-10","Senate Banking and Insurance",10,0,0,0,10,1,"S","Nonprofit Agricultural Organization Medical Benefit Plans","S0480",2025,"https://legiscan.com/FL/bill/S0480/2025",1,10,1,"N",1,1,1,1,1
1515662,1983487,"2025-2025_Regular_Session","2025-03-11","Senate Community Affairs",7,0,0,1,8,1,"S","Assessment of Homestead Property","S0176",2025,"https://legiscan.com/FL/bill/S0176/2025",0.875,7,1,"N",1,1,1,1,1
1515663,1986578,"2025-2025_Regular_Session","2025-03-12","House Agriculture & Natural Resources Budget Subcommittee",14,0,0,1,15,1,"H","Trust Funds/Re-creation/Resilient Florida Trust Fund/DEP","H1313",2025,"https://legiscan.com/FL/bill/H1313/2025",0.933333333333333,14,1,"N",1,1,1,1,1
1515665,1970257,"2025-2025_Regular_Session","2025-03-10","Senate Banking and Insurance",9,0,0,1,10,1,"S","Health Insurance Coverage for Individuals with Developmental Disabilities","S0756",2025,"https://legiscan.com/FL/bill/S0756/2025",0.9,9,1,"N",1,1,1,1,1
1515667,1963657,"2025-2025_Regular_Session","2025-03-11","Senate Community Affairs",7,0,0,1,8,1,"S","Unlawful Demolition of Historical Buildings and Structures","S0582",2025,"https://legiscan.com/FL/bill/S0582/2025",0.875,7,1,"N",1,1,1,1,1
1515670,1921139,"2025-2025_Regular_Session","2025-03-12","Senate Judiciary",11,0,0,0,11,1,"S","Candidate Qualification","S0280",2025,"https://legiscan.com/FL/bill/S0280/2025",1,11,1,"N",1,1,1,1,1
1515671,1983005,"2025-2025_Regular_Session","2025-03-11","Senate Community Affairs",7,0,0,1,8,1,"S","Assessment of Homestead Property","S0174",2025,"https://legiscan.com/FL/bill/S0174/2025",0.875,7,1,"N",1,1,1,1,1
1515673,1973837,"2025-2025_Regular_Session","2025-03-12","Senate Judiciary",10,0,0,1,11,1,"S","Former Phosphate Mining Lands","S0832",2025,"https://legiscan.com/FL/bill/S0832/2025",0.909090909090909,10,1,"N",1,1,1,1,1
1515674,1979915,"2025-2025_Regular_Session","2025-03-11","Senate Community Affairs",6,1,0,1,8,1,"S","Utility Service Restrictions","S1002",2025,"https://legiscan.com/FL/bill/S1002/2025",0.75,7,0.857142857142857,"N",1,0.666666666666667,0.666666666666667,1,0.857142857142857
1515675,1963560,"2025-2025_Regular_Session","2025-03-12","Senate Regulated Industries",8,0,0,1,9,1,"S","Swimming Pool and Spa Contractors","S0570",2025,"https://legiscan.com/FL/bill/S0570/2025",0.888888888888889,8,1,"N",1,1,1,1,1
1515677,1964414,"2025-2025_Regular_Session","2025-03-12","Senate Regulated Industries",8,0,0,1,9,1,"S","Public Lodging and Food Service Establishments","S0606",2025,"https://legiscan.com/FL/bill/S0606/2025",0.888888888888889,8,1,"N",1,1,1,1,1
1515690,1975493,"2025-2025_Regular_Session","2025-03-12","Senate Rules",23,0,0,2,25,1,"S","Florida Statutes","S0040",2025,"https://legiscan.com/FL/bill/S0040/2025",0.92,23,1,"N",1,1,1,1,1
1515693,1983199,"2025-2025_Regular_Session","2025-03-11","Senate Community Affairs",7,0,0,1,8,1,"S","Benefits for Firefighters Injured During Training Exercises","S1202",2025,"https://legiscan.com/FL/bill/S1202/2025",0.875,7,1,"N",1,1,1,1,1
1515714,1942180,"2025-2025_Regular_Session","2025-03-12","Senate Rules",25,0,0,0,25,1,"S","Ethics","S0348",2025,"https://legiscan.com/FL/bill/S0348/2025",1,25,1,"N",1,1,1,1,1
1515715,1963419,"2025-2025_Regular_Session","2025-03-12","Senate Children, Families, and Elder Affairs",7,0,0,0,7,1,"S","Contracts for Postadoption Contact","S0558",2025,"https://legiscan.com/FL/bill/S0558/2025",1,7,1,"N",1,1,1,1,1
1515718,1983327,"2025-2025_Regular_Session","2025-03-12","Senate Judiciary",10,0,0,1,11,1,"S","Delivery of Notices from Landlords to Tenants","S1164",2025,"https://legiscan.com/FL/bill/S1164/2025",0.909090909090909,10,1,"N",1,1,1,1,1
1515723,1971107,"2025-2025_Regular_Session","2025-03-12","Senate Judiciary",11,0,0,0,11,1,"S","Electronic Transmittal of Court Orders","S0774",2025,"https://legiscan.com/FL/bill/S0774/2025",1,11,1,"N",1,1,1,1,1
1515726,1963937,"2025-2025_Regular_Session","2025-03-12","Senate Judiciary",10,0,0,1,11,1,"S","Service of Process","S0576",2025,"https://legiscan.com/FL/bill/S0576/2025",0.909090909090909,10,1,"N",1,1,1,1,1
1515728,1977285,"2025-2025_Regular_Session","2025-03-10","Senate Banking and Insurance",9,0,0,1,10,1,"S","Insurance Overpayment Claims Submitted to Psychologists","S0944",2025,"https://legiscan.com/FL/bill/S0944/2025",0.9,9,1,"N",1,1,1,1,1
1515729,1958195,"2025-2025_Regular_Session","2025-03-12","Senate Rules",25,0,0,0,25,1,"S","Veterans","S0116",2025,"https://legiscan.com/FL/bill/S0116/2025",1,25,1,"N",1,1,1,1,1
1515738,1930979,"2025-2025_Regular_Session","2025-03-12","Senate Rules",25,0,0,0,25,1,"S","Property Rights","S0322",2025,"https://legiscan.com/FL/bill/S0322/2025",1,25,1,"N",1,1,1,1,1
1515739,1897268,"2025-2025_Regular_Session","2025-03-12","Senate Judiciary",11,0,0,0,11,1,"S","Exploitation of Vulnerable Adults","S0106",2025,"https://legiscan.com/FL/bill/S0106/2025",1,11,1,"N",1,1,1,1,1
1515755,1981075,"2025-2025_Regular_Session","2025-03-12","Senate Rules",23,0,0,2,25,1,"S","Florida Statutes","S0042",2025,"https://legiscan.com/FL/bill/S0042/2025",0.92,23,1,"N",1,1,1,1,1
1515772,1892656,"2025-2025_Regular_Session","2025-03-12","Senate Rules",24,0,0,1,25,1,"S","Nature-based Methods for Improving Coastal Resilience","S0050",2025,"https://legiscan.com/FL/bill/S0050/2025",0.96,24,1,"N",1,1,1,1,1
1515774,1942235,"2025-2025_Regular_Session","2025-03-12","Senate Regulated Industries",5,2,0,2,9,1,"S","Florida Public Service Commission","S0354",2025,"https://legiscan.com/FL/bill/S0354/2025",0.555555555555556,7,0.714285714285714,"N",0.6,1,1,0.6,0.714285714285714
1515777,1964976,"2025-2025_Regular_Session","2025-03-11","Senate Community Affairs",4,3,0,1,8,0,"S","Gulf of America","S0608",2025,"https://legiscan.com/FL/bill/S0608/2025",0.5,7,0.571428571428571,"N",1,0,1,1,1
1515781,1970061,"2025-2025_Regular_Session","2025-03-12","Senate Judiciary",8,2,0,1,11,1,"S","Defamation, False Light, and Unauthorized Publication of Name or Likenesses","S0752",2025,"https://legiscan.com/FL/bill/S0752/2025",0.727272727272727,10,0.8,"N",1,0.333333333333333,0.666666666666667,1,0.9
1515782,1982339,"2025-2025_Regular_Session","2025-03-11","Senate Community Affairs",7,0,0,1,8,1,"S","Building Permits for a Single-family Dwelling","S1128",2025,"https://legiscan.com/FL/bill/S1128/2025",0.875,7,1,"N",1,1,1,1,1
1515797,1983633,"2025-2025_Regular_Session","2025-03-11","Senate Community Affairs",4,3,0,1,8,0,"S","Community Redevelopment Agencies","S1242",2025,"https://legiscan.com/FL/bill/S1242/2025",0.5,7,0.571428571428571,"N",1,0,1,1,1
1515803,1942300,"2025-2025_Regular_Session","2025-03-12","Senate Rules",25,0,0,0,25,1,"S","Holocaust Remembrance Day","S0356",2025,"https://legiscan.com/FL/bill/S0356/2025",1,25,1,"N",1,1,1,1,1
1515820,1927762,"2025-2025_Regular_Session","2025-03-12","Senate Rules",25,0,0,0,25,1,"S","Florida National Guard Increased Force Structure","S0314",2025,"https://legiscan.com/FL/bill/S0314/2025",1,25,1,"N",1,1,1,1,1
1515821,1897545,"2025-2025_Regular_Session","2025-03-12","Senate Rules",25,0,0,0,25,1,"S","Regulation of Presidential Libraries","S0118",2025,"https://legiscan.com/FL/bill/S0118/2025",1,25,1,"N",1,1,1,1,1
1515828,1911850,"2025-2025_Regular_Session","2025-03-11","Senate Appropriations Committee on Transportation, Tourism, and Economic Development",15,0,0,0,15,1,"S","Affordable Housing","S0184",2025,"https://legiscan.com/FL/bill/S0184/2025",1,15,1,"N",1,1,1,1,1
1515830,1915575,"2025-2025_Regular_Session","2025-03-12","Senate Regulated Industries",7,1,0,1,9,1,"S","Municipal Water and Sewer Utility Rates","S0202",2025,"https://legiscan.com/FL/bill/S0202/2025",0.777777777777778,8,0.875,"N",1,0.5,NA,1,1
1515839,1977478,"2025-2025_Regular_Session","2025-03-12","Senate Judiciary",11,0,0,0,11,1,"S","Flood Disclosures","S0948",2025,"https://legiscan.com/FL/bill/S0948/2025",1,11,1,"N",1,1,1,1,1
1515841,1976761,"2025-2025_Regular_Session","2025-03-12","Senate Regulated Industries",8,0,0,1,9,1,"S","Nonapproved Disposable Nicotine Dispensing Devices","S0928",2025,"https://legiscan.com/FL/bill/S0928/2025",0.888888888888889,8,1,"N",1,1,1,1,1
1515848,1898276,"2025-2025_Regular_Session","2025-03-12","Senate Rules",25,0,0,0,25,1,"S","Prescription Hearing Aids","S0126",2025,"https://legiscan.com/FL/bill/S0126/2025",1,25,1,"N",1,1,1,1,1
1515852,1981730,"2025-2025_Regular_Session","2025-03-10","Senate Banking and Insurance",9,0,0,1,10,1,"S","Fire Prevention","S1078",2025,"https://legiscan.com/FL/bill/S1078/2025",0.9,9,1,"N",1,1,1,1,1
1515858,1973300,"2025-2025_Regular_Session","2025-03-12","Senate Judiciary",10,0,0,1,11,1,"S","Florida Trust Code","S0806",2025,"https://legiscan.com/FL/bill/S0806/2025",0.909090909090909,10,1,"N",1,1,1,1,1
1515863,1942250,"2025-2025_Regular_Session","2025-03-12","Senate Regulated Industries",8,0,0,1,9,1,"S","State Preemption of the Regulation of Hoisting Equipment","S0346",2025,"https://legiscan.com/FL/bill/S0346/2025",0.888888888888889,8,1,"N",1,1,1,1,1
